timestamp,document_url,document_type,document_length,chunks_created,embeddings_dimension,processing_time,metadata
"2025-08-02T14:40:14.110509","https://example.com/test-policy.pdf","test_policy_pdf",50000,25,1536,3.500,"{"test": true, "parsing_time": 1.2, "chunking_time": 0.8, "embedding_time": 1.5}"
"2025-08-02T14:42:51.775500","https://hackrx.blob.core.windows.net/assets/policy.pdf?sv=2023-01-03&st=2025-07-04T09%3A11%3A24Z&se=2027-07-05T09%3A11%3A00Z&sr=b&sp=r&sig=N4a9OU0w0QXO6AOIBiu4bpl7AXvEZogeT%2FjUHNO7HzQ%3D","batch_pdf",0,195,0,0.799,"{"pdf_parsing_time": 0.7900269031524658, "semantic_chunking_time": 0.009027957916259766, "context_prep_time": 0.0, "document_length": 111928, "chunk_count": 195, "processing_mode": "batch", "chunking_strategy": "semantic", "chunk_size": 1000, "chunk_overlap": 100}"
"2025-08-02T14:51:01.080772","https://hackrx.blob.core.windows.net/assets/policy.pdf?sv=2023-01-03&st=2025-07-04T09%3A11%3A24Z&se=2027-07-05T09%3A11%3A00Z&sr=b&sp=r&sig=N4a9OU0w0QXO6AOIBiu4bpl7AXvEZogeT%2FjUHNO7HzQ%3D","batch_pdf",0,195,0,0.743,"{"pdf_parsing_time": 0.7211072444915771, "semantic_chunking_time": 0.02148294448852539, "context_prep_time": 0.0, "document_length": 111928, "chunk_count": 195, "processing_mode": "batch", "chunking_strategy": "semantic", "chunk_size": 1000, "chunk_overlap": 100}"
"2025-08-02T14:51:30.965616","https://hackrx.blob.core.windows.net/assets/policy.pdf?sv=2023-01-03&st=2025-07-04T09%3A11%3A24Z&se=2027-07-05T09%3A11%3A00Z&sr=b&sp=r&sig=N4a9OU0w0QXO6AOIBiu4bpl7AXvEZogeT%2FjUHNO7HzQ%3D","batch_pdf",0,195,0,0.575,"{"pdf_parsing_time": 0.5639021396636963, "semantic_chunking_time": 0.011270523071289062, "context_prep_time": 0.0, "document_length": 111928, "chunk_count": 195, "processing_mode": "batch", "chunking_strategy": "semantic", "chunk_size": 1000, "chunk_overlap": 100}"
"2025-08-02T14:52:00.059303","https://hackrx.blob.core.windows.net/assets/policy.pdf?sv=2023-01-03&st=2025-07-04T09%3A11%3A24Z&se=2027-07-05T09%3A11%3A00Z&sr=b&sp=r&sig=N4a9OU0w0QXO6AOIBiu4bpl7AXvEZogeT%2FjUHNO7HzQ%3D","batch_pdf",0,195,0,0.533,"{"pdf_parsing_time": 0.5231971740722656, "semantic_chunking_time": 0.009521961212158203, "context_prep_time": 0.0010023117065429688, "document_length": 111928, "chunk_count": 195, "processing_mode": "batch", "chunking_strategy": "semantic", "chunk_size": 1000, "chunk_overlap": 100}"
"2025-08-02T15:00:19.777024","https://hackrx.blob.core.windows.net/assets/policy.pdf?sv=2023-01-03&st=2025-07-04T09%3A11%3A24Z&se=2027-07-05T09%3A11%3A00Z&sr=b&sp=r&sig=N4a9OU0w0QXO6AOIBiu4bpl7AXvEZogeT%2FjUHNO7HzQ%3D","batch_pdf",0,195,0,0.709,"{"pdf_parsing_time": 0.6923415660858154, "semantic_chunking_time": 0.016443252563476562, "context_prep_time": 0.0, "document_length": 111928, "chunk_count": 195, "processing_mode": "batch", "chunking_strategy": "semantic", "chunk_size": 1000, "chunk_overlap": 100}"
"2025-08-02T15:15:04.675115","https://hackrx.blob.core.windows.net/assets/policy.pdf?sv=2023-01-03&st=2025-07-04T09%3A11%3A24Z&se=2027-07-05T09%3A11%3A00Z&sr=b&sp=r&sig=N4a9OU0w0QXO6AOIBiu4bpl7AXvEZogeT%2FjUHNO7HzQ%3D","batch_pdf",0,195,0,0.562,"{"pdf_parsing_time": 0.5514092445373535, "semantic_chunking_time": 0.01089334487915039, "context_prep_time": 0.0, "document_length": 111928, "chunk_count": 195, "processing_mode": "batch", "chunking_strategy": "semantic", "chunk_size": 1000, "chunk_overlap": 100}"
"2025-08-02T15:32:27.258713","https://hackrx.blob.core.windows.net/assets/policy.pdf?sv=2023-01-03&st=2025-07-04T09%3A11%3A24Z&se=2027-07-05T09%3A11%3A00Z&sr=b&sp=r&sig=N4a9OU0w0QXO6AOIBiu4bpl7AXvEZogeT%2FjUHNO7HzQ%3D","batch_pdf",0,143,0,1.109,"{"pdf_parsing_time": 1.0169405937194824, "semantic_chunking_time": 0.09209036827087402, "context_prep_time": 0.0, "document_length": 111928, "chunk_count": 143, "processing_mode": "batch", "chunking_strategy": "semantic", "chunk_size": 1000, "chunk_overlap": 100}"
"2025-08-02T15:33:43.185870","https://hackrx.blob.core.windows.net/assets/policy.pdf?sv=2023-01-03&st=2025-07-04T09%3A11%3A24Z&se=2027-07-05T09%3A11%3A00Z&sr=b&sp=r&sig=N4a9OU0w0QXO6AOIBiu4bpl7AXvEZogeT%2FjUHNO7HzQ%3D","batch_pdf",0,143,0,0.748,"{"pdf_parsing_time": 0.610407829284668, "semantic_chunking_time": 0.1371772289276123, "context_prep_time": 0.0, "document_length": 111928, "chunk_count": 143, "processing_mode": "batch", "chunking_strategy": "semantic", "chunk_size": 1000, "chunk_overlap": 100}"
"2025-08-02T15:37:54.313867","https://hackrx.blob.core.windows.net/assets/policy.pdf?sv=2023-01-03&st=2025-07-04T09%3A11%3A24Z&se=2027-07-05T09%3A11%3A00Z&sr=b&sp=r&sig=N4a9OU0w0QXO6AOIBiu4bpl7AXvEZogeT%2FjUHNO7HzQ%3D","batch_pdf",0,143,0,0.768,"{"pdf_parsing_time": 0.6311957836151123, "semantic_chunking_time": 0.13707423210144043, "context_prep_time": 0.0, "document_length": 111928, "chunk_count": 143, "processing_mode": "batch", "chunking_strategy": "semantic", "chunk_size": 1000, "chunk_overlap": 100}"
"2025-08-02T15:38:37.704480","https://hackrx.blob.core.windows.net/assets/policy.pdf?sv=2023-01-03&st=2025-07-04T09%3A11%3A24Z&se=2027-07-05T09%3A11%3A00Z&sr=b&sp=r&sig=N4a9OU0w0QXO6AOIBiu4bpl7AXvEZogeT%2FjUHNO7HzQ%3D","batch_pdf",0,143,0,1.153,"{"pdf_parsing_time": 1.0324323177337646, "semantic_chunking_time": 0.12089133262634277, "context_prep_time": 0.0, "document_length": 111928, "chunk_count": 143, "processing_mode": "batch", "chunking_strategy": "semantic", "chunk_size": 1000, "chunk_overlap": 100}"
"2025-08-02T15:38:57.915646","https://hackrx.blob.core.windows.net/assets/policy.pdf?sv=2023-01-03&st=2025-07-04T09%3A11%3A24Z&se=2027-07-05T09%3A11%3A00Z&sr=b&sp=r&sig=N4a9OU0w0QXO6AOIBiu4bpl7AXvEZogeT%2FjUHNO7HzQ%3D","batch_pdf",0,143,0,1.293,"{"pdf_parsing_time": 1.2067675590515137, "semantic_chunking_time": 0.08651328086853027, "context_prep_time": 0.0, "document_length": 111928, "chunk_count": 143, "processing_mode": "batch", "chunking_strategy": "semantic", "chunk_size": 1000, "chunk_overlap": 100}"
